step,volume,free_surface_area,singularity_count
1349,6.2975369394e-02,2.0849990845e+00,6.0000000000e+00
1350,6.2900364399e-02,2.0449991226e+00,1.9000000000e+01
1351,6.3075363636e-02,2.0449991226e+00,9.0000000000e+00
1352,6.3000358641e-02,2.0649991035e+00,8.0000000000e+00
1353,6.2900364399e-02,2.0949993134e+00,1.5000000000e+01
1354,6.3050366938e-02,2.0599992275e+00,1.5000000000e+01
1355,6.2800362706e-02,2.0199990273e+00,1.1000000000e+01
1356,6.2900364399e-02,2.0449991226e+00,1.0000000000e+01
1357,6.2750369310e-02,2.0049991608e+00,1.3000000000e+01
1358,6.2825359404e-02,2.0349991322e+00,1.3000000000e+01
1359,6.2825366855e-02,2.0349991322e+00,7.0000000000e+00
1360,6.2825359404e-02,2.0249991417e+00,1.4000000000e+01
1361,6.3150361180e-02,2.1149992943e+00,4.0000000000e+00
1362,6.2900364399e-02,2.0649991035e+00,1.1000000000e+01
1363,6.3025355339e-02,2.0749990940e+00,1.0000000000e+01
1364,6.2850363553e-02,2.0599989891e+00,1.2000000000e+01
1365,6.2850363553e-02,2.0349991322e+00,9.0000000000e+00
1366,6.2750354409e-02,2.0799992085e+00,1.0000000000e+01
1367,6.2700361013e-02,2.0549993515e+00,1.3000000000e+01
1368,6.2850363553e-02,2.1099994183e+00,8.0000000000e+00
1369,6.2700353563e-02,2.0699992180e+00,1.1000000000e+01
1370,6.2825359404e-02,2.0799989700e+00,6.0000000000e+00
1371,6.2900349498e-02,2.0549991131e+00,1.0000000000e+01
1372,6.2900356948e-02,2.0649988651e+00,4.0000000000e+00
1373,6.2850356102e-02,2.0549991131e+00,6.0000000000e+00
1374,6.2800355256e-02,2.0899991989e+00,1.2000000000e+01
1375,6.2875352800e-02,2.0749988556e+00,1.0000000000e+01
1376,6.2925353646e-02,2.1299991608e+00,1.4000000000e+01
1377,6.2675349414e-02,2.0649988651e+00,1.2000000000e+01
1378,6.2950357795e-02,2.0999989510e+00,1.2000000000e+01
1379,6.2825351954e-02,1.9899990559e+00,1.3000000000e+01
1380,6.2975354493e-02,2.0749990940e+00,1.0000000000e+01
1381,6.2900349498e-02,2.0499989986e+00,9.0000000000e+00
1382,6.2975354493e-02,2.0799992085e+00,9.0000000000e+00
1383,6.2800347805e-02,2.0799989700e+00,1.1000000000e+01
1384,6.2950350344e-02,2.0699992180e+00,9.0000000000e+00
1385,6.2925338745e-02,2.0999989510e+00,1.5000000000e+01
1386,6.3050344586e-02,2.0899989605e+00,1.2000000000e+01
1387,6.2950350344e-02,2.0799992085e+00,1.2000000000e+01
1388,6.3025347888e-02,2.0849990845e+00,4.0000000000e+00
1389,6.2850348651e-02,2.1049990654e+00,1.2000000000e+01
1390,6.2900342047e-02,2.0649991035e+00,1.7000000000e+01
1391,6.2975339592e-02,2.0799992085e+00,1.4000000000e+01
1392,6.2950350344e-02,2.0049989223e+00,7.0000000000e+00
1393,6.2950350344e-02,2.0199990273e+00,9.0000000000e+00
1394,6.2875345349e-02,2.0199987888e+00,1.9000000000e+01
1395,6.2850341201e-02,2.0049989223e+00,1.5000000000e+01
1396,6.2825351954e-02,1.9599989653e+00,9.0000000000e+00
1397,6.2750346959e-02,1.9599989653e+00,1.1000000000e+01
1398,6.2825351954e-02,1.9049990177e+00,1.4000000000e+01
1399,6.2800340354e-02,1.9549989700e+00,1.4000000000e+01
1400,6.2750346959e-02,1.9099991322e+00,1.3000000000e+01
1401,6.2900349498e-02,1.8649991751e+00,2.0000000000e+01
1402,6.2875345349e-02,1.7749992609e+00,8.0000000000e+00
1403,6.2850348651e-02,1.7599992752e+00,1.3000000000e+01
1404,6.2800347805e-02,1.6749994755e+00,1.1000000000e+01
1405,6.2700346112e-02,1.6949992180e+00,1.2000000000e+01
1406,6.2700346112e-02,1.6549992561e+00,1.7000000000e+01
1407,6.2750339508e-02,1.6699993610e+00,9.0000000000e+00
1408,6.2750346959e-02,1.6299993992e+00,1.3000000000e+01
1409,6.2650337815e-02,1.6099992990e+00,1.4000000000e+01
1410,6.2600344419e-02,1.5299993753e+00,1.2000000000e+01
1411,6.2725342810e-02,1.5149993896e+00,5.0000000000e+00
1412,6.2800347805e-02,1.4849992990e+00,9.0000000000e+00
1413,6.2775336206e-02,1.4699993134e+00,8.0000000000e+00
1414,6.2625341117e-02,1.4699993134e+00,1.0000000000e+01
1415,6.2675334513e-02,1.4449993372e+00,7.0000000000e+00
1416,6.2550336123e-02,1.4449993372e+00,1.2000000000e+01
1417,6.2575332820e-02,1.4549994469e+00,1.0000000000e+01
1418,6.2650337815e-02,1.4749994278e+00,1.0000000000e+01
1419,6.2650337815e-02,1.4699993134e+00,7.0000000000e+00
1420,6.2750339508e-02,1.5099993944e+00,1.5000000000e+01
1421,6.2700331211e-02,1.4599992037e+00,8.0000000000e+00
1422,6.2650330365e-02,1.4799994230e+00,6.0000000000e+00
1423,6.2675334513e-02,1.4849991798e+00,1.4000000000e+01
1424,6.2425330281e-02,1.5299991369e+00,8.0000000000e+00
1425,6.2500327826e-02,1.5249992609e+00,1.0000000000e+01
1426,6.2600329518e-02,1.5149992704e+00,1.0000000000e+01
1427,6.2800332904e-02,1.4799993038e+00,8.0000000000e+00
1428,6.2750324607e-02,1.4949991703e+00,8.0000000000e+00
1429,6.2725327909e-02,1.4499993324e+00,1.6000000000e+01
1430,6.2800325453e-02,1.4699993134e+00,9.0000000000e+00
1431,6.2775328755e-02,1.4899992943e+00,1.0000000000e+01
1432,6.2775321305e-02,1.4699991941e+00,6.0000000000e+00
1433,6.2775328755e-02,1.4749993086e+00,6.0000000000e+00
1434,6.2650322914e-02,1.5249992609e+00,1.2000000000e+01
1435,6.2900319695e-02,1.4749993086e+00,1.4000000000e+01
1436,6.2925323844e-02,1.4949994087e+00,7.0000000000e+00
1437,6.2875322998e-02,1.4999992847e+00,1.4000000000e+01
1438,6.2875322998e-02,1.4949994087e+00,1.1000000000e+01
1439,6.2825322151e-02,1.4499993324e+00,8.0000000000e+00
1440,6.2750317156e-02,1.4799993038e+00,8.0000000000e+00
1441,6.2675312161e-02,1.4549994469e+00,1.0000000000e+01
1442,6.2750317156e-02,1.4749993086e+00,4.0000000000e+00
1443,6.2775313854e-02,1.4549992085e+00,8.0000000000e+00
1444,6.2700316310e-02,1.4599993229e+00,1.6000000000e+01
1445,6.2750309706e-02,1.5049993992e+00,1.1000000000e+01
1446,6.2675312161e-02,1.4999994040e+00,9.0000000000e+00
1447,6.2750309706e-02,1.4799993038e+00,1.2000000000e+01
1448,6.2800310552e-02,1.4549994469e+00,1.2000000000e+01
1449,6.2800310552e-02,1.4399994612e+00,8.0000000000e+00
1450,6.2800310552e-02,1.4299993515e+00,1.5000000000e+01
1451,6.2900304794e-02,1.4549993277e+00,8.0000000000e+00
1452,6.2875308096e-02,1.4249994755e+00,1.4000000000e+01
1453,6.2725305557e-02,1.4499994516e+00,7.0000000000e+00
1454,6.2675304711e-02,1.4949994087e+00,9.0000000000e+00
1455,6.2575303018e-02,1.4249994755e+00,1.5000000000e+01
1456,6.2625296414e-02,1.4099994898e+00,1.0000000000e+01
1457,6.2650293112e-02,1.3049995899e+00,1.1000000000e+01
1458,6.2675297260e-02,1.2549996376e+00,1.1000000000e+01
1459,6.2675289810e-02,1.2299996614e+00,1.0000000000e+01
1460,6.2750294805e-02,1.2399995327e+00,5.0000000000e+00
1461,6.2650293112e-02,1.2299996614e+00,2.0000000000e+01
1462,6.2675289810e-02,1.2149996758e+00,1.0000000000e+01
1463,6.2725290656e-02,1.2849996090e+00,8.0000000000e+00
1464,6.2625288963e-02,1.3749995232e+00,5.0000000000e+00
1465,6.2725290656e-02,1.3549995422e+00,7.0000000000e+00
1466,6.2575288117e-02,1.3599995375e+00,1.1000000000e+01
1467,6.2750287354e-02,1.2899996042e+00,5.0000000000e+00
1468,6.2825284898e-02,1.2649996281e+00,7.0000000000e+00
1469,6.2800288200e-02,1.2699996233e+00,1.3000000000e+01
1470,6.2900282443e-02,1.2899996042e+00,1.6000000000e+01
1471,6.2850289047e-02,1.3099995852e+00,1.1000000000e+01
1472,6.2875278294e-02,1.2699996233e+00,1.1000000000e+01
1473,6.2975279987e-02,1.2449996471e+00,1.0000000000e+01
1474,6.2950283289e-02,1.2399995327e+00,1.0000000000e+01
1475,6.2900282443e-02,1.2549995184e+00,1.2000000000e+01
1476,6.2875278294e-02,1.2999995947e+00,1.5000000000e+01
1477,6.2950283289e-02,1.2899996042e+00,8.0000000000e+00
1478,6.2950275838e-02,1.2799996138e+00,8.0000000000e+00
1479,6.2950268388e-02,1.2549996376e+00,1.4000000000e+01
1480,6.3075274229e-02,1.2899996042e+00,8.0000000000e+00
1481,6.3025273383e-02,1.2799996138e+00,8.0000000000e+00
1482,6.3100270927e-02,1.2999995947e+00,6.0000000000e+00
1483,6.3075274229e-02,1.2949995995e+00,1.4000000000e+01
1484,6.3150271773e-02,1.2749996185e+00,1.5000000000e+01
1485,6.3200272620e-02,1.3099995852e+00,8.0000000000e+00
1486,6.3250266016e-02,1.3449995518e+00,1.2000000000e+01
1487,6.3050262630e-02,1.2999995947e+00,8.0000000000e+00
1488,6.3000261784e-02,1.2999995947e+00,1.2000000000e+01
1489,6.2975272536e-02,1.3299995661e+00,9.0000000000e+00
1490,6.3175268471e-02,1.3399994373e+00,1.2000000000e+01
1491,6.3275270164e-02,1.3449995518e+00,2.0000000000e+01
1492,6.3275262713e-02,1.3499995470e+00,8.0000000000e+00
1493,6.3300266862e-02,1.3299995661e+00,1.0000000000e+01
1494,6.3150264323e-02,1.3599995375e+00,1.0000000000e+01
1495,6.3150264323e-02,1.3799996376e+00,6.0000000000e+00
1496,6.3150256872e-02,1.3599996567e+00,1.0000000000e+01
1497,6.3275262713e-02,1.3399996758e+00,1.3000000000e+01
1498,6.3300259411e-02,1.3349996805e+00,1.6000000000e+01
1499,6.3350267708e-02,1.3249996901e+00,8.0000000000e+00
1500,6.3500262797e-02,1.3749996424e+00,1.1000000000e+01
1501,6.3525259495e-02,1.3699996471e+00,2.0000000000e+01
1502,6.3575260341e-02,1.3749995232e+00,7.0000000000e+00
1503,6.3550263643e-02,1.3799995184e+00,1.2000000000e+01
1504,6.3600257039e-02,1.3849995136e+00,1.0000000000e+01
1505,6.3475251198e-02,1.4349994659e+00,8.0000000000e+00
1506,6.3425257802e-02,1.4449994564e+00,1.6000000000e+01
1507,6.3525252044e-02,1.4249995947e+00,1.0000000000e+01
1508,6.3475258648e-02,1.4299994707e+00,1.5000000000e+01
1509,6.3350252807e-02,1.4349994659e+00,5.0000000000e+00
1510,6.3325256109e-02,1.4399995804e+00,1.0000000000e+01
1511,6.3425257802e-02,1.4499995708e+00,8.0000000000e+00
1512,6.3550248742e-02,1.4849994183e+00,1.6000000000e+01
1513,6.3550256193e-02,1.4499995708e+00,1.0000000000e+01
1514,6.3600249588e-02,1.4449994564e+00,9.0000000000e+00
1515,6.3525244594e-02,1.4799994230e+00,1.5000000000e+01
1516,6.3575252891e-02,1.4649994373e+00,1.3000000000e+01
1517,6.3600257039e-02,1.4399994612e+00,5.0000000000e+00
1518,6.3650250435e-02,1.4699995518e+00,1.2000000000e+01
1519,6.3575245440e-02,1.4749994278e+00,6.0000000000e+00
1520,6.3600249588e-02,1.4799994230e+00,8.0000000000e+00
1521,6.3600249588e-02,1.5449993610e+00,9.0000000000e+00
1522,6.3700251281e-02,1.5099993944e+00,1.8000000000e+01
1523,6.3700251281e-02,1.5299993753e+00,1.1000000000e+01
1524,6.3700251281e-02,1.5299993753e+00,1.1000000000e+01
1525,6.3775248826e-02,1.5449993610e+00,1.0000000000e+01
1526,6.3775248826e-02,1.5549994707e+00,1.6000000000e+01
1527,6.3750252128e-02,1.5649993420e+00,1.1000000000e+01
1528,6.3900247216e-02,1.5199993849e+00,1.0000000000e+01
1529,6.3850253820e-02,1.5299993753e+00,1.5000000000e+01
1530,6.3850246370e-02,1.5349993706e+00,1.2000000000e+01
1531,6.3875250518e-02,1.5449993610e+00,1.2000000000e+01
1532,6.4000248909e-02,1.5449993610e+00,9.0000000000e+00
1533,6.3900247216e-02,1.5749993324e+00,1.2000000000e+01
1534,6.3925251365e-02,1.5699993372e+00,9.0000000000e+00
1535,6.3875243068e-02,1.6099992990e+00,9.0000000000e+00
1536,6.3875243068e-02,1.6099992990e+00,1.8000000000e+01
1537,6.3925243914e-02,1.6049993038e+00,5.0000000000e+00
1538,6.3900239766e-02,1.6049993038e+00,8.0000000000e+00
1539,6.3725247979e-02,1.6149992943e+00,2.0000000000e+01
1540,6.3775248826e-02,1.6099992990e+00,8.0000000000e+00
1541,6.3675247133e-02,1.6099994183e+00,1.2000000000e+01
1542,6.3775241375e-02,1.5749993324e+00,5.0000000000e+00
1543,6.3725240529e-02,1.6049993038e+00,1.5000000000e+01
1544,6.3825242221e-02,1.5999993086e+00,1.1000000000e+01
1545,6.3875243068e-02,1.5999993086e+00,1.3000000000e+01
1546,6.3875243068e-02,1.5699993372e+00,6.0000000000e+00
1547,6.3775241375e-02,1.5399993658e+00,5.0000000000e+00
1548,6.3825242221e-02,1.5449993610e+00,1.3000000000e+01
1549,6.3825234771e-02,1.5349994898e+00,1.2000000000e+01
1550,6.3775233924e-02,1.5899994373e+00,8.0000000000e+00
1551,6.3850238919e-02,1.5349994898e+00,5.0000000000e+00
1552,6.3825234771e-02,1.5149995089e+00,8.0000000000e+00
1553,6.3750237226e-02,1.5199995041e+00,9.0000000000e+00
1554,6.3825242221e-02,1.5499994755e+00,1.5000000000e+01
1555,6.3900232315e-02,1.5199995041e+00,1.6000000000e+01
1556,6.3925236464e-02,1.5699994564e+00,6.0000000000e+00
1557,6.3950233161e-02,1.5699994564e+00,1.0000000000e+01
1558,6.4075239003e-02,1.5399994850e+00,8.0000000000e+00
1559,6.4075239003e-02,1.5099995136e+00,6.0000000000e+00
1560,6.4100243151e-02,1.5099995136e+00,8.0000000000e+00
1561,6.4125247300e-02,1.5149995089e+00,9.0000000000e+00
1562,6.4175240695e-02,1.4649995565e+00,1.6000000000e+01
1563,6.4225241542e-02,1.4749995470e+00,5.0000000000e+00
1564,6.4050242305e-02,1.5049995184e+00,8.0000000000e+00
1565,6.4125239849e-02,1.5049995184e+00,6.0000000000e+00
1566,6.4150229096e-02,1.5099995136e+00,8.0000000000e+00
1567,6.4150236547e-02,1.4399994612e+00,7.0000000000e+00
1568,6.4125239849e-02,1.4099994898e+00,1.0000000000e+01
1569,6.4175240695e-02,1.4299994707e+00,1.0000000000e+01
1570,6.4275242388e-02,1.4199993610e+00,1.2000000000e+01
1571,6.4225234091e-02,1.3999993801e+00,9.0000000000e+00
1572,6.4325243235e-02,1.3699994087e+00,7.0000000000e+00
1573,6.4275234938e-02,1.3299994469e+00,3.0000000000e+00
1574,6.4175233245e-02,1.2399995327e+00,8.0000000000e+00
1575,6.4075231552e-02,1.3399994373e+00,8.0000000000e+00
1576,6.3975229859e-02,1.3399995565e+00,1.1000000000e+01
1577,6.3875243068e-02,1.3349994421e+00,1.0000000000e+01
1578,6.4000234008e-02,1.3249995708e+00,8.0000000000e+00
1579,6.4000241458e-02,1.3149995804e+00,8.0000000000e+00
1580,6.4100243151e-02,1.3099994659e+00,7.0000000000e+00
1581,6.4100243151e-02,1.2799996138e+00,1.2000000000e+01
1582,6.4050234854e-02,1.3199995756e+00,9.0000000000e+00
1583,6.4100235701e-02,1.3499995470e+00,1.2000000000e+01
1584,6.4150236547e-02,1.2699996233e+00,7.0000000000e+00
1585,6.4125239849e-02,1.2799996138e+00,1.1000000000e+01
1586,6.4150236547e-02,1.2699995041e+00,1.2000000000e+01
1587,6.4025245607e-02,1.3049994707e+00,8.0000000000e+00
1588,6.3875228167e-02,1.3649995327e+00,8.0000000000e+00
1589,6.4025238156e-02,1.2999995947e+00,1.4000000000e+01
1590,6.4075239003e-02,1.3099995852e+00,1.3000000000e+01
1591,6.3875235617e-02,1.3649995327e+00,1.0000000000e+01
1592,6.3950240612e-02,1.2799994946e+00,1.2000000000e+01
1593,6.3875235617e-02,1.2799996138e+00,1.0000000000e+01
1594,6.3950240612e-02,1.2549995184e+00,1.3000000000e+01
1595,6.4000234008e-02,1.2649996281e+00,1.1000000000e+01
1596,6.3950233161e-02,1.2799994946e+00,1.6000000000e+01
1597,6.3925236464e-02,1.2999994755e+00,7.0000000000e+00
1598,6.3950240612e-02,1.3299994469e+00,8.0000000000e+00
1599,6.3975237310e-02,1.3099994659e+00,9.0000000000e+00
1600,6.4050242305e-02,1.2999995947e+00,1.2000000000e+01
1601,6.4075239003e-02,1.2699995041e+00,1.1000000000e+01
1602,6.4200237393e-02,1.2699995041e+00,8.0000000000e+00
1603,6.4025245607e-02,1.2999994755e+00,1.7000000000e+01
1604,6.4025238156e-02,1.2799994946e+00,1.3000000000e+01
1605,6.3950240612e-02,1.2599995136e+00,1.3000000000e+01
1606,6.3950240612e-02,1.2399995327e+00,1.2000000000e+01
1607,6.3825242221e-02,1.2699995041e+00,7.0000000000e+00
1608,6.4025238156e-02,1.2799994946e+00,1.0000000000e+01
1609,6.4075239003e-02,1.2649995089e+00,1.4000000000e+01
1610,6.4000248909e-02,1.2949994802e+00,8.0000000000e+00
1611,6.4100243151e-02,1.3149994612e+00,1.5000000000e+01
1612,6.4125239849e-02,1.2449995279e+00,1.3000000000e+01
1613,6.4150243998e-02,1.2299995422e+00,6.0000000000e+00
1614,6.4225241542e-02,1.2899994850e+00,1.6000000000e+01
1615,6.4075239003e-02,1.2549995184e+00,1.0000000000e+01
1616,6.4025245607e-02,1.2649995089e+00,1.0000000000e+01
1617,6.3975244761e-02,1.2449995279e+00,1.2000000000e+01
1618,6.4175248146e-02,1.2499995232e+00,1.2000000000e+01
1619,6.4175248146e-02,1.2599995136e+00,1.0000000000e+01
1620,6.4125247300e-02,1.2899994850e+00,7.0000000000e+00
1621,6.4100243151e-02,1.3049994707e+00,1.1000000000e+01
1622,6.4300246537e-02,1.2999994755e+00,1.4000000000e+01
1623,6.4150251448e-02,1.3699994087e+00,8.0000000000e+00
1624,6.4125247300e-02,1.3149993420e+00,1.5000000000e+01
1625,6.4050257206e-02,1.3349994421e+00,1.3000000000e+01
1626,6.4050242305e-02,1.2449995279e+00,7.0000000000e+00
1627,6.4075246453e-02,1.2349995375e+00,5.0000000000e+00
1628,6.4075253904e-02,1.2549995184e+00,1.1000000000e+01
1629,6.4100250602e-02,1.2949994802e+00,8.0000000000e+00
1630,6.4175248146e-02,1.2999994755e+00,8.0000000000e+00
1631,6.4225248992e-02,1.2549993992e+00,1.1000000000e+01
1632,6.4225248992e-02,1.2449994087e+00,6.0000000000e+00
1633,6.4250253141e-02,1.2399995327e+00,1.1000000000e+01
1634,6.4250253141e-02,1.2449994087e+00,1.4000000000e+01
1635,6.4100258052e-02,1.2749993801e+00,7.0000000000e+00
1636,6.4075253904e-02,1.2749993801e+00,1.0000000000e+01
1637,6.4225248992e-02,1.3549994230e+00,1.1000000000e+01
1638,6.4150251448e-02,1.4099993706e+00,1.5000000000e+01
1639,6.4125254750e-02,1.3649994135e+00,1.0000000000e+01
1640,6.4125254750e-02,1.3699995279e+00,1.1000000000e+01
1641,6.4100250602e-02,1.3799996376e+00,1.0000000000e+01
1642,6.4025253057e-02,1.3949995041e+00,7.0000000000e+00
1643,6.3975259662e-02,1.3449995518e+00,5.0000000000e+00
1644,6.3925258815e-02,1.3049994707e+00,1.7000000000e+01
1645,6.4100265503e-02,1.3099994659e+00,1.3000000000e+01
1646,6.4150258899e-02,1.2849994898e+00,1.5000000000e+01
1647,6.4075261354e-02,1.2799996138e+00,1.1000000000e+01
1648,6.4050264657e-02,1.2599996328e+00,1.1000000000e+01
1649,6.4225263894e-02,1.2849996090e+00,1.5000000000e+01
1650,6.4275264740e-02,1.3099995852e+00,1.2000000000e+01
1651,6.4225263894e-02,1.3099995852e+00,1.1000000000e+01
1652,6.4200252295e-02,1.2949995995e+00,1.0000000000e+01
1653,6.3900262117e-02,1.2999995947e+00,7.0000000000e+00
1654,6.4100258052e-02,1.2949995995e+00,1.1000000000e+01
1655,6.4150266349e-02,1.2449996471e+00,8.0000000000e+00
1656,6.4300268888e-02,1.2299996614e+00,6.0000000000e+00
1657,6.4200274646e-02,1.2649996281e+00,1.3000000000e+01
1658,6.4300268888e-02,1.2599995136e+00,1.5000000000e+01
1659,6.4400278032e-02,1.2249995470e+00,8.0000000000e+00
1660,6.4425274730e-02,1.2399996519e+00,1.2000000000e+01
1661,6.4400278032e-02,1.2849996090e+00,8.0000000000e+00
1662,6.4300276339e-02,1.2649996281e+00,1.4000000000e+01
1663,6.4225278795e-02,1.2049996853e+00,1.4000000000e+01
1664,6.4200282097e-02,1.2499996424e+00,1.0000000000e+01
1665,6.4175277948e-02,1.2199996710e+00,1.2000000000e+01
1666,6.4175277948e-02,1.2349996567e+00,1.5000000000e+01
1667,6.4225278795e-02,1.2449996471e+00,1.1000000000e+01
1668,6.4075276256e-02,1.2899996042e+00,1.1000000000e+01
1669,6.4350284636e-02,1.1949996948e+00,1.4000000000e+01
1670,6.4150281250e-02,1.2199996710e+00,8.0000000000e+00
1671,6.4025282860e-02,1.2349995375e+00,8.0000000000e+00
1672,6.4125284553e-02,1.2449996471e+00,7.0000000000e+00
1673,6.4250290394e-02,1.1999996901e+00,1.2000000000e+01
1674,6.4200289547e-02,1.2249996662e+00,7.0000000000e+00
1675,6.4075291157e-02,1.2149997950e+00,5.0000000000e+00
1676,6.4025290310e-02,1.2099996805e+00,1.1000000000e+01
1677,6.4100295305e-02,1.2099996805e+00,1.0000000000e+01
1678,6.4175292850e-02,1.1899995804e+00,9.0000000000e+00
1679,6.4150288701e-02,1.2049996853e+00,1.1000000000e+01
1680,6.4150296152e-02,1.1749997139e+00,8.0000000000e+00
1681,6.4100295305e-02,1.1699995995e+00,1.5000000000e+01
1682,6.4000301063e-02,1.1549996138e+00,8.0000000000e+00
1683,6.4125299454e-02,1.0749996901e+00,1.1000000000e+01
1684,6.3950300217e-02,1.1199997663e+00,1.1000000000e+01
1685,6.3975296915e-02,1.0799996853e+00,8.0000000000e+00
1686,6.3975296915e-02,1.0499997139e+00,1.4000000000e+01
1687,6.4050294459e-02,1.0099997520e+00,1.3000000000e+01
1688,6.4050301909e-02,9.6499979496e-01,1.0000000000e+01
1689,6.3950300217e-02,1.0449997187e+00,1.1000000000e+01
1690,6.4025297761e-02,1.0249997377e+00,8.0000000000e+00
1691,6.4150303602e-02,9.7499978542e-01,1.1000000000e+01
1692,6.4025305212e-02,1.0049997568e+00,8.0000000000e+00
1693,6.4100310206e-02,1.0149998665e+00,9.0000000000e+00
1694,6.4150311053e-02,9.6999984980e-01,1.0000000000e+01
1695,6.3925310969e-02,1.0549998283e+00,7.0000000000e+00
1696,6.3975311816e-02,1.0149997473e+00,1.2000000000e+01
1697,6.4000308514e-02,1.0049997568e+00,8.0000000000e+00
1698,6.4050316811e-02,9.8499977589e-01,7.0000000000e+00
1699,6.4100317657e-02,9.7999978065e-01,1.4000000000e+01
1700,6.4175315201e-02,9.5499980450e-01,6.0000000000e+00
1701,6.4175315201e-02,9.9999976158e-01,1.1000000000e+01
1702,6.4075313509e-02,1.0549998283e+00,9.0000000000e+00
1703,6.4000315964e-02,1.0349997282e+00,8.0000000000e+00
1704,6.4150318503e-02,1.0099997520e+00,6.0000000000e+00
1705,6.4175315201e-02,1.0049997568e+00,1.2000000000e+01
1706,6.4175322652e-02,1.0199997425e+00,1.2000000000e+01
1707,6.4100317657e-02,1.0299997330e+00,1.1000000000e+01
1708,6.4100317657e-02,1.0099997520e+00,9.0000000000e+00
1709,6.4250327647e-02,1.0049997568e+00,9.0000000000e+00
1710,6.4200319350e-02,1.0299997330e+00,1.4000000000e+01
1711,6.4250327647e-02,9.9499976635e-01,1.0000000000e+01
1712,6.4175330102e-02,9.9499976635e-01,7.0000000000e+00
1713,6.4175330102e-02,9.9499976635e-01,9.0000000000e+00
1714,6.4200334251e-02,1.0099997520e+00,1.4000000000e+01
1715,6.4250335097e-02,9.4999974966e-01,7.0000000000e+00
1716,6.4175330102e-02,9.2999976873e-01,1.3000000000e+01
1717,6.4175337553e-02,9.9499970675e-01,1.1000000000e+01
1718,6.4125329256e-02,9.7999966145e-01,8.0000000000e+00
1719,6.4200334251e-02,9.3999969959e-01,6.0000000000e+00
1720,6.4025335014e-02,9.7999978065e-01,1.5000000000e+01
1721,6.4175337553e-02,9.0999978781e-01,1.2000000000e+01
1722,6.4100340009e-02,9.4999969006e-01,1.4000000000e+01
1723,6.4125336707e-02,9.0999972820e-01,8.0000000000e+00
1724,6.4075335860e-02,9.0999972820e-01,7.0000000000e+00
1725,6.4175345004e-02,8.8999974728e-01,1.3000000000e+01
1726,6.4125344157e-02,8.7999975681e-01,1.2000000000e+01
1727,6.4050346613e-02,8.8499975204e-01,1.2000000000e+01
1728,6.4050346613e-02,8.8499975204e-01,1.7000000000e+01
1729,6.4125344157e-02,8.4499979019e-01,1.2000000000e+01
1730,6.4100347459e-02,8.6499971151e-01,8.0000000000e+00
1731,6.4075350761e-02,8.8499975204e-01,6.0000000000e+00
1732,6.4100354910e-02,8.7499976158e-01,1.1000000000e+01
1733,6.4150348306e-02,8.3999979496e-01,1.1000000000e+01
1734,6.4100347459e-02,8.4499979019e-01,8.0000000000e+00
1735,6.4100347459e-02,8.2499980927e-01,1.4000000000e+01
1736,6.4175352454e-02,8.2499980927e-01,8.0000000000e+00
1737,6.4275354147e-02,7.9999983311e-01,1.3000000000e+01
1738,6.4250357449e-02,8.1499981880e-01,9.0000000000e+00
1739,6.4150355756e-02,8.7499976158e-01,9.0000000000e+00
1740,6.4175359905e-02,7.8999984264e-01,1.2000000000e+01
1741,6.4100362360e-02,8.2499980927e-01,1.0000000000e+01
1742,6.4075358212e-02,7.8499978781e-01,8.0000000000e+00
1743,6.4100362360e-02,8.1499975920e-01,1.7000000000e+01
1744,6.4025357366e-02,8.2499980927e-01,7.0000000000e+00
1745,6.4075365663e-02,8.1999981403e-01,1.2000000000e+01
1746,6.4075365663e-02,8.0999982357e-01,9.0000000000e+00
1747,6.4175367355e-02,8.0999982357e-01,1.2000000000e+01
1748,6.4175367355e-02,7.6499980688e-01,1.2000000000e+01
1749,6.4175367355e-02,7.7499973774e-01,1.3000000000e+01
1750,6.4075365663e-02,8.2499969006e-01,1.2000000000e+01
1751,6.4050361514e-02,8.5999965668e-01,1.5000000000e+01
1752,6.4075365663e-02,8.2499969006e-01,1.3000000000e+01
1753,6.4125366509e-02,8.1499981880e-01,7.0000000000e+00
1754,6.4100362360e-02,8.3499974012e-01,1.8000000000e+01
1755,6.4125366509e-02,7.9999977350e-01,8.0000000000e+00
1756,6.4150370657e-02,7.7999979258e-01,1.3000000000e+01
1757,6.4050376415e-02,7.8999972343e-01,6.0000000000e+00
1758,6.4100369811e-02,7.4499976635e-01,1.6000000000e+01
1759,6.4100377262e-02,7.6499974728e-01,1.4000000000e+01
1760,6.4125373960e-02,7.8499978781e-01,1.0000000000e+01
1761,6.4075373113e-02,7.8999972343e-01,9.0000000000e+00
1762,6.4025372267e-02,8.3999973536e-01,1.2000000000e+01
1763,6.4050376415e-02,8.3999973536e-01,1.6000000000e+01
1764,6.4050376415e-02,8.3499974012e-01,5.0000000000e+00
1765,6.4200378954e-02,7.5499981642e-01,6.0000000000e+00
1766,6.4225375652e-02,7.9499971867e-01,4.0000000000e+00
1767,6.4175382257e-02,8.2999968529e-01,1.4000000000e+01
1768,6.4200378954e-02,8.4999966621e-01,5.0000000000e+00
1769,6.4250387251e-02,8.0999970436e-01,8.0000000000e+00
1770,6.4150378108e-02,8.3499974012e-01,5.0000000000e+00
1771,6.4150378108e-02,8.0499970913e-01,1.0000000000e+01
